#{"t_start": 1749140493.2645142, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-280.169966,246,104.747386,True,False,318
-289.08438,171,104.872352,True,False,319
-365.072069,149,104.984887,True,False,320
-186.185373,318,105.213653,True,False,321
-354.23935,183,105.363078,True,False,322
-532.268131,306,105.581186,True,False,323
-435.165814,256,105.78652,True,False,324
-321.17409,192,106.854821,True,False,325
57.749149,405,107.14754,True,False,326
225.913403,510,107.515242,True,False,327
-368.0005,213,107.670734,True,False,328
-52.522225,362,107.931636,True,False,329
-229.166089,291,108.139216,True,False,330
-190.670148,301,109.287108,True,False,331
-282.587748,104,109.362914,True,False,332
-219.586934,255,109.546732,True,False,333
-437.613709,177,109.674639,True,False,334
-278.06439,266,109.86822,True,False,335
-33.893506,359,110.13062,True,False,336
199.080151,441,110.448917,True,False,337
-339.884157,142,110.552177,True,False,338
-563.671432,264,111.677308,True,False,339
26.00763,406,111.962824,True,False,340
321.19878,487,112.368402,True,False,341
-365.170751,162,112.48313,True,False,342
134.436338,442,112.796662,True,False,343
-488.850102,253,112.976614,True,False,344
259.492352,467,114.285188,True,False,345
-302.590267,145,114.391767,True,False,346
-148.323526,360,114.645101,True,False,347
-137.942528,391,114.918732,True,False,348
859.316789,720,115.43042,True,False,349
-282.215843,113,115.510875,True,False,350
-492.380698,254,116.590169,True,False,351
101.839478,400,116.866862,True,False,352
-300.444203,325,117.095009,True,False,353
-300.596434,266,117.279363,True,False,354
-275.789845,257,117.463609,True,False,355
-144.993844,332,117.691549,True,False,356
-387.528245,150,117.795073,True,False,357
-324.201467,136,118.793345,True,False,358
-352.661595,218,118.951627,True,False,359
393.164678,530,119.329343,True,False,360
-125.014617,312,119.549359,True,False,361
2.661617,403,119.836317,True,False,362
-319.568588,276,120.035825,True,False,363
195.54714,476,121.293912,True,False,364
-331.575949,240,121.465581,True,False,365
-314.574781,370,121.727912,True,False,366
109.299385,413,122.020335,True,False,367
-210.800052,314,122.242803,True,False,368
-213.723629,260,122.426707,True,False,369
-270.018107,90,122.490823,True,False,370
167.145437,626,123.849372,True,False,371
-218.622613,262,124.041497,True,False,372
-915.555674,265,124.229868,True,False,373
-248.381152,329,124.463873,True,False,374
-272.515669,331,124.698653,True,False,375
-322.521782,143,124.800126,True,False,376
-365.118057,111,124.879446,True,False,377
-391.832837,141,124.981814,True,False,378
-308.540221,129,126.015622,True,False,379
-352.700494,167,126.138342,True,False,380
-911.75471,499,126.49789,True,False,381
-244.432614,288,126.702844,True,False,382
-287.250838,245,126.876742,True,False,383
-266.218114,74,126.928651,True,False,384
-312.477118,369,127.191595,True,False,385
-382.143479,139,127.292858,True,False,386
21.585027,423,128.519518,True,False,387
-266.568184,269,128.72738,True,False,388
-365.655699,166,128.848366,True,False,389
-324.656292,124,128.940615,True,False,390
342.147373,712,129.460773,True,False,391
84.644584,412,129.756497,True,False,392
48.856877,426,130.961552,True,False,393
-360.172341,189,131.10535,True,False,394
-272.894377,265,131.302039,True,False,395
