r,l,t,terminated,truncated,episode_count
-230.225534,105,180.225924,True,False,499
114.535984,407,182.2716,True,False,500
132.168556,390,182.575121,True,False,501
-51.253205,333,182.815736,True,False,502
-186.412891,258,183.004487,True,False,503
80.15253,478,184.250371,True,False,504
-232.441586,365,184.514557,True,False,505
161.298274,453,184.842622,True,False,506
-246.621357,370,185.109335,True,False,507
398.053454,504,185.478649,True,False,508
-851.503657,420,186.690395,True,False,509
-279.659424,312,186.929982,True,False,510
1350.412735,691,187.419399,True,False,511
507.028172,557,187.815348,True,False,512
194.419531,396,189.045649,True,False,513
105.912707,369,189.309367,True,False,514
229.377908,447,189.63035,True,False,515
1193.006456,665,190.11016,True,False,516
175.208624,381,190.379839,True,False,517
1451.492658,734,191.8525,True,False,518
-379.687579,97,191.919518,True,False,519
-370.901183,237,192.087572,True,False,520
375.034914,465,192.418505,True,False,521
-112.786978,346,192.66889,True,False,522
1014.311012,626,194.015013,True,False,523
244.255347,416,194.311516,True,False,524
-279.471935,214,194.468598,True,False,525
-275.442971,131,194.56268,True,False,526
248.650547,473,194.903454,True,False,527
162.350072,450,196.188679,True,False,528
-517.92675,235,196.36914,True,False,529
-260.813665,292,196.579117,True,False,530
-405.215858,227,196.741567,True,False,531
573.159123,545,197.131626,True,False,532
162.133609,394,197.418079,True,False,533
1004.355625,628,198.757652,True,False,534
81.287645,388,199.034243,True,False,535
-10.815938,325,199.265413,True,False,536
-305.493342,109,199.344271,True,False,537
-316.476342,182,199.4903,True,False,538
-397.352538,223,199.651296,True,False,539
-354.183632,131,199.745686,True,False,540
-477.543563,205,199.895171,True,False,541
1647.066559,792,201.427891,True,False,542
367.440541,487,201.778891,True,False,543
649.141012,550,202.168945,True,False,544
4585.724124,1217,204.032167,True,False,545
-310.748977,110,204.112441,True,False,546
1301.01749,723,204.634511,True,False,547
1453.071787,753,206.09925,True,False,548
637.771834,553,206.534455,True,False,549
622.530145,609,206.977082,True,False,550
846.363867,608,208.478699,True,False,551
2207.713188,931,209.159894,True,False,552
1853.287728,788,209.744918,True,False,553
2467.952947,892,211.327698,True,False,554
3188.593824,1047,212.083051,True,False,555
-189.026551,411,213.321819,True,False,556
1258.697312,699,213.894496,True,False,557
2911.040872,939,214.578683,True,False,558
725.833334,589,215.922944,True,False,559
3808.546392,1061,216.692219,True,False,560
-279.010566,284,216.894116,True,False,561
1980.896083,823,218.429048,True,False,562
558.417636,608,218.86542,True,False,563
1636.638258,801,219.434397,True,False,564
3193.4123,1052,221.092094,True,False,565
1618.818904,742,221.626838,True,False,566
5027.259191,1203,223.387263,True,False,567
2257.58874,882,224.024224,True,False,568
3710.275927,1202,225.779235,True,False,569
3121.828597,968,226.480901,True,False,570
-21.673615,703,227.902512,True,False,571
723.121566,931,228.594105,True,False,572
4638.461816,1208,230.495662,True,False,573
2530.444015,1013,231.215168,True,False,574
4286.509279,1218,232.970204,True,False,575
7793.100809,1528,235.013399,True,False,576
4782.382673,1199,235.879408,True,False,577
2198.957104,895,237.430689,True,False,578
5739.558433,1388,238.457153,True,False,579
6405.435053,1454,240.49287,True,False,580
6834.387648,1477,242.47631,True,False,581
3645.056739,1165,243.325447,True,False,582
6787.476275,1485,245.340882,True,False,583
5501.785791,1399,247.414821,True,False,584
7243.206517,1492,248.544325,True,False,585
1682.230071,867,250.073952,True,False,586
7018.477572,1508,252.112318,True,False,587
-444.610056,206,252.26472,True,False,588
4830.226029,1336,253.229945,True,False,589
259.806828,995,254.845329,True,False,590
4768.987042,1290,255.773048,True,False,591
5770.104259,1410,257.750314,True,False,592
2745.742808,1187,259.514145,True,False,593
5524.388316,1383,260.513918,True,False,594
4525.342419,1281,262.342726,True,False,595
543.507631,909,263.027163,True,False,596
5777.418089,1360,265.137362,True,False,597
6400.879036,1444,267.189543,True,False,598
4437.634828,1270,268.117489,True,False,599
3689.676708,1208,278.997869,True,False,600
5440.296653,1385,280.99908,True,False,601
3652.993819,1263,281.972219,True,False,602
1510.727373,1066,283.646238,True,False,603
6024.875154,1486,285.592133,True,False,604
3755.436548,1249,286.510413,True,False,605
4195.317263,1264,288.450291,True,False,606
3770.128569,1267,289.375905,True,False,607
7792.651922,1553,291.418331,True,False,608
2739.839415,1112,293.163267,True,False,609
4172.419292,1240,294.105955,True,False,610
5032.135281,1367,296.051096,True,False,611
4489.363048,1349,297.948986,True,False,612
3225.760496,1231,298.851924,True,False,613
1646.509211,1084,300.600132,True,False,614
3698.650346,1265,301.518005,True,False,615
3699.041134,1244,303.343342,True,False,616
6625.126016,1497,305.526895,True,False,617
6854.398356,1493,306.649996,True,False,618
2789.058622,1177,308.462912,True,False,619
4348.711998,1317,310.544769,True,False,620
2574.042726,1158,311.406476,True,False,621
6207.224865,1462,313.478643,True,False,622
5819.642188,1431,315.634186,True,False,623
1900.723675,1098,316.435429,True,False,624
-521.199312,841,317.983947,True,False,625
-430.713759,176,318.110641,True,False,626
1690.633224,1063,318.943162,True,False,627
3277.28509,1231,320.756993,True,False,628
4598.308457,1341,321.773583,True,False,629
2198.87652,1119,323.52699,True,False,630
2365.918934,1151,325.552736,True,False,631
2273.475313,1131,326.367825,True,False,632
653.808888,919,327.935644,True,False,633
6529.341756,1473,328.979967,True,False,634
1521.149547,1063,330.710079,True,False,635
1260.173139,1020,331.434245,True,False,636
1085.419548,1040,333.066725,True,False,637
1779.16682,1085,333.821038,True,False,638
3623.463336,1239,335.6095,True,False,639
1927.726886,1106,336.380393,True,False,640
5142.577632,1384,338.265165,True,False,641
2919.066305,1169,339.999118,True,False,642
6136.959622,1463,341.031415,True,False,643
3537.620276,1248,342.858928,True,False,644
4257.221252,1314,344.703636,True,False,645
4239.605242,1322,345.673107,True,False,646
4232.515795,1303,347.499038,True,False,647
5301.08473,1400,349.353056,True,False,648
3943.422435,1287,350.244249,True,False,649
3311.598722,1207,352.050019,True,False,650
2970.502947,1182,352.866682,True,False,651
1202.933143,1033,354.479381,True,False,652
2864.506406,1197,356.200393,True,False,653
4541.479588,1328,357.1314,True,False,654
4220.804202,1261,358.910575,True,False,655
257.808134,909,359.563291,True,False,656
2989.631736,1187,361.299504,True,False,657
749.959123,974,361.980279,True,False,658
5391.786975,1406,363.902804,True,False,659
4135.793194,1281,365.77849,True,False,660
2583.987174,1141,366.606071,True,False,661
3712.386501,1257,368.50342,True,False,662
3032.856052,1179,369.386755,True,False,663
1690.612144,1076,371.092024,True,False,664
5354.92375,1376,372.986757,True,False,665
1920.314605,1084,373.764621,True,False,666
6372.238917,1467,375.716436,True,False,667
4910.26718,1344,376.721101,True,False,668
5738.69722,1392,378.723723,True,False,669
2167.825618,1114,380.495014,True,False,670
1645.152759,1062,381.28343,True,False,671
2240.78482,1065,382.96609,True,False,672
4475.113121,1335,383.950685,True,False,673
3637.447542,1252,385.808168,True,False,674
4343.177761,1314,387.661658,True,False,675
329.60516,910,388.309972,True,False,676
4770.235943,1360,390.200913,True,False,677
1558.380024,1082,391.00641,True,False,678
5893.682457,1427,393.018838,True,False,679
4469.813178,1325,394.864927,True,False,680
3891.741849,1268,395.788474,True,False,681
3490.75689,1222,397.610997,True,False,682
6055.849232,1444,399.639978,True,False,683
3736.699724,1204,400.497317,True,False,684
3864.642917,1257,402.392695,True,False,685
8539.966018,1613,404.488792,True,False,686
5940.20433,1423,405.512834,True,False,687
4788.139385,1346,407.384861,True,False,688
6021.828367,1431,409.339645,True,False,689
7361.254698,1530,410.430421,True,False,690
5720.150981,1408,412.330339,True,False,691
3045.069467,1204,414.12955,True,False,692
4463.422825,1298,415.059674,True,False,693
5823.793735,1412,416.98889,True,False,694
5214.035253,1360,418.843174,True,False,695
5876.719572,1418,419.858319,True,False,696
6211.044641,1472,421.824409,True,False,697
2738.756102,1163,423.553745,True,False,698
2608.037911,1133,424.39015,True,False,699
3280.993864,1212,434.681246,True,False,700
2285.793521,1106,435.505444,True,False,701
3696.103397,1243,437.292109,True,False,702
2990.609477,1173,438.139294,True,False,703
3849.580862,1234,439.914205,True,False,704
5905.421307,1417,441.962088,True,False,705
3297.603346,1202,442.82934,True,False,706
1788.026145,1052,444.482816,True,False,707
1774.287535,1064,445.267955,True,False,708
6630.039511,1473,447.264217,True,False,709
3778.422299,1219,449.074723,True,False,710
2276.930788,1105,449.9223,True,False,711
5449.362155,1384,451.829044,True,False,712
3262.724523,1220,452.693218,True,False,713
4352.503583,1302,454.493444,True,False,714
1546.938178,1049,456.13686,True,False,715
3386.130492,1183,456.964717,True,False,716
3488.006288,1204,458.732887,True,False,717
4863.029398,1345,459.701237,True,False,718
3458.670135,1210,461.471446,True,False,719
4435.937204,1299,463.333326,True,False,720
5263.930763,1354,464.326023,True,False,721
4351.3007,1300,466.146445,True,False,722
5728.666539,1416,468.083807,True,False,723
4069.402747,1267,468.983131,True,False,724
4956.364483,1352,470.845026,True,False,725
4969.121107,1359,472.700945,True,False,726
4485.531365,1292,473.636756,True,False,727
3983.731964,1259,475.557736,True,False,728
4005.572931,1238,476.426586,True,False,729
