#{"t_start": 1749135669.2434473, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-265.860369,67,149.567112,True,False,452
-450.211062,377,149.835794,True,False,453
-508.037819,301,150.054363,True,False,454
-773.428974,194,150.192434,True,False,455
-279.291375,433,151.430195,True,False,456
-174.405011,393,151.712703,True,False,457
-336.571773,274,151.908394,True,False,458
-719.417652,542,152.295993,True,False,459
-434.662871,219,152.453713,True,False,460
-356.488021,142,152.554651,True,False,461
-205.980382,476,153.836938,True,False,462
252.130789,577,154.261519,True,False,463
-463.900486,265,154.504406,True,False,464
1116.370963,821,155.175589,True,False,465
-471.430697,275,156.32059,True,False,466
-372.571223,102,156.396277,True,False,467
-26.296263,534,156.783331,True,False,468
-448.825472,201,156.930032,True,False,469
-347.296006,81,156.989946,True,False,470
-396.372725,188,157.128269,True,False,471
-302.864039,77,157.184314,True,False,472
-95.378397,495,157.550815,True,False,473
-741.370214,349,158.728748,True,False,474
-245.531186,452,159.052248,True,False,475
-381.089038,287,159.26401,True,False,476
-729.731315,185,159.399442,True,False,477
-346.60037,110,159.479115,True,False,478
-137.797964,393,159.811506,True,False,479
-445.417757,324,160.058478,True,False,480
-639.111164,362,161.232641,True,False,481
-320.380002,367,161.497812,True,False,482
-428.125604,149,161.607208,True,False,483
-348.627786,337,161.864857,True,False,484
-389.218794,187,161.997245,True,False,485
-423.470148,208,162.147996,True,False,486
-47.854534,511,162.513575,True,False,487
-429.41551,181,162.655865,True,False,488
-378.925689,292,163.804243,True,False,489
844.502302,759,164.373678,True,False,490
-369.654153,108,164.450833,True,False,491
-315.741291,94,164.519358,True,False,492
-492.050174,392,164.792906,True,False,493
-232.728583,425,165.123625,True,False,494
-437.333959,222,166.238111,True,False,495
-385.919008,302,166.460015,True,False,496
-355.294867,424,166.756011,True,False,497
-404.55328,225,166.917339,True,False,498
-486.254889,214,167.066988,True,False,499
-88.905707,530,169.723466,True,False,500
-801.559549,517,171.041183,True,False,501
-511.191529,214,171.202007,True,False,502
-460.315988,220,171.364797,True,False,503
-132.599804,553,171.794558,True,False,504
-409.565832,137,171.8921,True,False,505
-416.948982,179,172.020631,True,False,506
-321.193165,75,172.074971,True,False,507
-484.939585,169,172.19788,True,False,508
-247.457536,414,173.457447,True,False,509
-445.439242,359,173.719682,True,False,510
-385.354679,253,173.927366,True,False,511
-758.165229,239,174.099393,True,False,512
-362.957703,224,174.261836,True,False,513
-659.258818,284,174.466971,True,False,514
-422.828604,372,174.734841,True,False,515
-493.193869,139,175.744286,True,False,516
-360.216932,103,175.818316,True,False,517
-805.662749,592,176.242102,True,False,518
-357.710092,77,176.298946,True,False,519
-266.357004,340,176.539682,True,False,520
-329.492323,511,176.907009,True,False,521
-597.072339,377,178.089676,True,False,522
-221.223405,474,178.45062,True,False,523
-416.743341,267,178.643099,True,False,524
-373.269781,181,178.771459,True,False,525
-424.667094,165,178.886143,True,False,526
33.629201,517,179.249129,True,False,527
-296.285447,347,179.496643,True,False,528
-445.259754,524,180.760184,True,False,529
